,abs_energy,absolute_maximum,absolute_sum_of_changes,entropy,std_dev,mean,maximum,minimum,variance
0,221.43754646895437,0.1686546257971529,0.8728311580723622,10.221889297703152,0.07282499986682013,0.051335570864075385,0.15299466612775525,-0.1686546257971529,0.005303480605602342
1,741.99262384913,0.6576910941184528,0.998291833134276,7.27864797553868,0.19092771498246025,0.4739491070626366,0.6576910941184528,0.0,0.036453392348423534
2,215.01759123750892,0.15129449022513863,0.8180382134692917,10.2739046238172,0.06262245640917587,0.05531291510917923,0.15129449022513863,-0.13611568034025012,0.003921572046719122
3,0.024245272600404214,0.01216063769798359,0.027160849279288357,6.949114951135322,0.0032656060946590227,0.0015534137880075334,0.01216063769798359,-5.865913631741826e-05,1.0664183165474148e-05
4,5563.474481269346,0.6091058965988783,1.4840234159909103,9.34183184633135,0.2192705231118051,0.3644406988883155,0.6091058965988783,-0.011397651110035281,0.04807956230573293
5,723.1261457449754,0.6581183236886174,0.9757759044710784,7.251156335622177,0.20329964003666126,0.4637854758593045,0.6581183236886174,0.0,0.04133074363903589
6,12.951546785961547,0.1529895887822838,0.7530291423917097,7.8584322674346,0.05497277967216902,0.044416271945911266,0.12427117890309325,-0.1529895887822838,0.0030220065048848425
7,196.857373135434,0.1471320094362551,0.7610939102006538,10.270159319055374,0.05536373521878862,0.05782206897050468,0.1471320094362551,-0.12115474027302986,0.0030651431773761322
8,273.08842501872437,0.17106736370479492,0.796409188167454,10.163697918815705,0.06694877698988912,0.07300852028931086,0.17106736370479492,-0.14772162998832872,0.004482138740441902
9,742.9158859414501,0.6579369715307298,1.0229692371487262,7.283747329863636,0.19197704665767046,0.4716484687864303,0.6579369715307298,0.0,0.03685518644340164
10,0.03627575174101501,0.011555734803985418,0.030375005933742927,7.319990064248848,0.003372006110321285,0.0017046249663850448,0.011555734803985418,-0.0002737918324668409,1.1370425208044176e-05
11,315.09609473017997,0.17951410216627772,0.8391518569656081,10.220117894290329,0.07155374422464231,0.07890943008241916,0.17951410216627772,-0.1417682066746055,0.005119938312565516
12,27.66159303011768,0.17338392221765636,0.8680206396660732,7.917059088681423,0.06561057388472594,0.07482748634500287,0.17338392221765636,-0.1348531363303181,0.004304747405483076
13,270.62725625605947,0.1692401657180973,0.7586604216327382,10.194702283783899,0.0631884466002998,0.07594036810903959,0.1692401657180973,-0.12228394194976105,0.003992779783758931
14,507.57684491729816,0.20964439884123492,0.8487695116793373,10.22267107026852,0.08728432023988277,0.10380387779619163,0.20964439884123492,-0.15169527107555553,0.0076185525597383605
15,19.642573288337548,0.17089715579393072,0.7725292167947952,7.821242083523436,0.05715919370972117,0.06791109882739434,0.12378697876985006,-0.17089715579393072,0.003267173425545427
16,271.55429896270135,0.1694526374658984,0.8535918335490024,10.217310872447529,0.06842739282425007,0.07215800590849875,0.1694526374658984,-0.15703931741121285,0.004682308088724231
17,13.231277541344749,0.15171260144129278,0.7297371205548474,7.846900067974798,0.055492281803398734,0.04552991658325346,0.12608966436398494,-0.15171260144129278,0.003079393339747817
18,226.67639438545953,0.16130266556913408,0.8263130467968088,10.182325706442473,0.06490397032886197,0.06571487106127014,0.15722089263072647,-0.16130266556913408,0.004212525364449807
19,736.1689042055099,0.6574100772408382,1.0193328707228442,7.274739686821614,0.19594003260941387,0.4681766178915607,0.6574100772408382,0.0,0.03839249637897838
20,309.6223659643115,0.1792904153801651,0.8638631929427703,10.282910297546335,0.07149794310604042,0.07342475313503152,0.1792904153801651,-0.15094962576329568,0.0051119558683946085
21,20.058498133383964,0.15446745739799428,0.8844319589912462,7.929950633396842,0.06493343374922254,0.05372631378111646,0.15446745739799428,-0.14403075548624422,0.0042163508184646795
22,207.4649128954283,0.15429644675081083,0.8365492200128908,10.290620975018047,0.062085835091946005,0.05444899835844263,0.15429644675081083,-0.14784092425527978,0.0038546509190643266
23,19.201966605631355,0.1527428818794505,0.7837061683608568,7.934375219950949,0.05564536460685182,0.06147053111909125,0.1527428818794505,-0.11915468759380465,0.003096406602229482
24,0.03684027743398329,0.011881081128532256,0.03954342904860658,7.848997334772505,0.003459706430179084,0.0014941696674837743,0.011881081128532256,-0.0011774495920890415,1.1969568583022499e-05
25,240.7508079473446,0.16124883567949638,0.8301534984692326,10.187719484007594,0.066760168705955,0.06738512852284309,0.16124883567949638,-0.15911408079492334,0.004456920125647603
26,0.03422017840997284,0.010280051215713737,0.028542753279720445,7.712456299121961,0.00318269196723121,0.0015848779388619482,0.010280051215713737,-0.0008176104105699356,1.0129528158278091e-05
27,46.171008480319465,0.12525826727567518,0.5836079903790249,9.429800992502305,0.05776527660852781,0.01780726768143242,0.10081952251242599,-0.12525826727567518,0.0033368271816597433
28,12.30914564422029,0.1540768442252784,0.7510743195530075,7.845053573679054,0.053886183645481596,0.042976863992263574,0.12139808448637501,-0.1540768442252784,0.0029037207878745692
29,248.26174549927921,0.19222706463262518,0.8161682518828629,8.997939196540937,0.05273329651964058,0.024180252712469114,0.1355495074492714,-0.19222706463262518,0.00278080056182812
30,205.30302081741718,0.21177462745942938,1.0583000185946783,9.710149291586653,0.06657742228101493,0.0495452309022993,0.13988817090234157,-0.21177462745942938,0.004432553157584962
31,6926.99001329994,0.6107527162422328,0.9544499125752096,8.857554738922557,0.17160405453727842,0.4503404638772124,0.6107527162422328,-2.0234982497924214e-07,0.02944795153363261
